ID,Description,Entry_ID,Anthropology_Note,Grammar_Note,Scientific_Name,Sociolinguistics_Note
SN000194,"‘misho isma’, species of plant or small tree that grows to 2-3m in height, with distinctive hairs on its slender trunk. It produces fruits reminiscent of cotton pods that contain small dark seeds that are used to treat respiratory illnesses; the seeds are either crushed, soaked in alcohol, and the resulting liquid drunk, or they are worn as a necklace, that latter remedy being most common for small children",LX000139,,,Abelmoschus moschatus,
SN000195,"sharp smelling, acrid smelling, said of substances including fresh chili peppers, the juice of <[nuúruu](LX002376)> (‘barbasco’), lemon rind, wood smoke, strong distilled alcohol, and the smell emitted by stink bugs",anajatina,,,,
SN000196,"produce smoke, e.g., a cooking fire or a burning garden plot",LX000140,,,,
SN000197,"treat or cure with smoke, a medical treatment used mainly for infants and small children whose symptoms, often diarrhea, are believed to be due to exposure to the smell of a demon or other malevolent being, e.g., a <[muújinaapɨ](LX001957)> (‘yacuruna’, merperson). Materials that emit a strong smell, such as feathers or horn, are typically burned under a hammock in which the child is placed, with the idea that the strong-smelling smoke of these materials will drive away the smell that is causing the child’s illness",LX000141,,,,
SN000198,"cover something with soot by smoking it, either deliberately as was traditionally done as part of a process to give drinking gourds a shiny, black, lacquer-like surface, or inadvertently, as when a cooking fire covers roof poles and thatch with soot",LX000141,,,,
SN000199,"plant species used to treat recently-planted ‘chacras’ so that insect and animal pests will not eat the growing manioc plants; the plant is soft-stemmed and herbaceous, with soft, roundish, green leaves, and reaches about 1m in height, at which point it tends to lean over and continue growing on the ground. To treat a ‘chacra’, first a fire is lit in the middle of it, then entire green <[anajúuti](LX000142)> plants are thrown onto the fire, and the resulting smoke is fanned out across the garden. This plant apparently looks very similar to <[muutíina](LX001989)>, a medicinal plant used to treat dogs to make them better hunters of agoutis",LX000142,,,,
SN000200,head,LX000143,,Poss.pref,,
SN000201,"the natural upper or upriver end or extremum of an entity, specifically, one that exists not as the result of some object having been severed or cut off, but by virtue of the extremum in question being part of its natural shape, e.g., the top of a tree, the headwaters of a river, the end of an oxbow lake (on the end opposite from its connection with the river, if there is one), or the prow of a canoe",LX000144,,"Although a locative noun, speakers appear to find the logically possible <anaka-ma> ‘extremum-down’ to be unacceptable. Poss.pref",,
SN000202,headwaters of a river or creek,LX000145,,This sense obtains when the notional possessor is a river or creek. Poss.pref,,
SN000203,prow of canoe or boat,LX000145,,This sense obtains when the notional possessor is a water craft. Poss.pref,,
SN000204,"‘naranja podrido’, a wild tree species whose sweet, citrus-like fruits, much prized, resemble yellow oranges but are mottled with gray and brown patches, as if they had been attacked by a fungal infection. The trunks of individual trees can reach up to 1m in diameter, and when cut they copiously bleed a white sap that is sometimes used to make pitch (<[kɨriija](LX001471)>)",anakana,,,Parahancornia peruviana,
SN000205,"cut something long and rigid into two parts; the prototypical case is cutting a felled tree trunk into smaller sections for transport, but this term also applies to more slender timbers and similarly shaped objects of other rigid materials, e.g., metal rebar and plastic tubing",LX000146,,,,"This term is considered relatively obscure by current speakers, and has been largely displaced by <[tijakáani](LX003290)>, which has a broader meaning"
SN000206,"cut a tree at a point far from the ground, a now no longer practiced method for felling trees. The favored technique involved tying the top of the target tree to a neighboring tree, so that the side of the target tree was exposed to a position where is could be cut with an axe from a neigboring tree, or from a platform specially built for that purpose (<aamaákuuja>), with the top of the tree bent away from that position; once the trunk had been cut through sufficiently, the person felling the tree would shift positions to the tree to which the target tree was tied, and cut throught the bindings, causing the target tree to snap forward suddently and break off at the point at which it was cut",LX000147,,,,
SN000207,"‘papaso torneador’ or ‘papaso sierra’, species of large weevil, reaching 5cm in length, whose distinctive feeding habit involves consuming the wood of branches around their circumference, working its way around the branch and successively eating its way deeper into it, such that in some cases, a gust of wind can snap off the end of the branch entirely",LX000148,,,,
SN000208,"type of forest demon that has the form of a yellowish White-lipped Pecarry (<[anitáaki](LX000205)>) and which, according to Iquito oral tradition, devoured lone hunters in the forest, even going so far as to knock down trees which the hunter might climb to escape",anakatu,,,,
SN000209,"last one of a series of things, e.g., the last animal born in a litter, the last bunch of fruits on a tree, or, in a <tamuu> (‘guaba’) fruit pod, the last flesh-covered seed to be eaten, after having eaten one’s way down to the end of the pod",LX000149,,Poss.pref,,
SN000210,"small manioc tuber; these tubers, measuring 5-10cm in length, tend to be found together with full-sized tubers on the same root stock; they are typically not cooked for food, but instead are used to feed animals or chopped up for manioc beer",LX000150,,Poss.pref,,
SN000211,"‘bijao’, general term for a large number of species of plants from the genuses Calathea and Heliconia, all of which share the property of having glossy leaves that are, at the same time, thin, flexible, and durable; shaped roughly like banana leaves, the leaves reach 50-100cm in length, depending on the species. These leaves are prized for wrapping foodstuffs for transport or cooking, especially in the preparation of <[ijiika](ijiika)> (‘patarashca’)",LX000151,,,"Calathea spp., Heliconia spp",
SN000212,"peel and chop small manioc tubers, <[anákuja](LX000150)>, into small chunks for cooking, typically for making into <[itíniija](LX000800)>, manioc beer; traditionally, this activity was most commonly carried out in the garden in which the manioc was harvested, so that the manioc is already brought back ready to boil",LX000152,,,,
SN000213,small manioc tuber (plural),LX000153,,,,
SN000214,"Cocha Whiptail, species of lizard often encountered on paths and in ‘chacras’; it also tends to come to camps cleared in the forest. Reaching some 50cm in length with its long tail, it is generally brown, except for a patch of green on the neck and upper back, white spotting on the face, and dark markings on the upper half of its sides",LX000154,,,Kentropyx altamazonica,
SN000215,"there downriver, focused form of the anaphoric downriver deictic spatial adverb <[nami](nami)>",anami,,,,
SN000216,"down there, focused form of the anaphoric vertically inferior deictic spatial adverb <[nami](nami)>",anami,,,,
SN000217,"there inside, focused form of the anaphoric deictic spatial adverb <[nami](nami)>, used to indicate the interior of enclosed spaces",anami,,,,
SN000218,"spicy or hot, referring principally to the flavor of hot peppers, but also a small number of other plants with a similar flavor, such as <[anari](anari)>, ginger",anana,,,,
SN000219,brother of female ego,LX000155,,Poss.pref,,
SN000220,deceased brother of female ego,LX000156,,Poss.pref,,
SN000221,"species of unidentified reed that often grows in large patches in areas with deep leaf litter (<[sásakɨ](LX002765)>); growing to a diameter of about 2cm, its stalks have an abrasive surface, and are segmented, in the manner of bamboo, approximately every 10cm, although the stalks are solid all the way through; long branches of slightly narrower diameter emerge from these segments, bearing stems with clusters of small leaves",LX000157,,,,
SN000222,"‘guacamayo’, general term for the two large macaw species found in Iquito territory, the Red-and-Green Macaw and the Blue-and-Yellow Macaw; the two species can be distinguished with the descriptive names <anapa aákusana> (lit. ‘red macaw’) and <anapa nɨyana> (lit. ‘blue macaw’), respectively",anapa,,,"Ara ararauna, Ara chloropterus",
SN000223,"variety of ‘huitina’, a plant species with several fleshy stalks that grow up to 1m in height, each with a single large, roughly triangular leaf. This variety has round, edible starchy tubers about 10cm in diameter, with yellow flesh and a soft thin skin",LX000158,,,Xanthosoma sp,
SN000224,"species of rarely seen ‘huasaco’-type fish, dark yellow in color, that reaches up to 40cm in length, usually seen near the banks of rivers",LX000159,,,,
SN000225,leaves that are small and clustered together,LX000160,,,,
SN000226,"‘guacamayo rumo’, variety of manioc, formerly but no longer cultivated, chacterized by having a light purplish trunk, and tubers with skins of similar color",LX000161,,,,
