ID,Language_ID,Headword,Part_Of_Speech,Derivational_Root,Irregular_Plural,Irregular_Possessed_Form,Literal_Meaning,Loanword_Source,Main_Entry,Middle_Form,Pronunciation,Root,Semantics_Note,Variant_Form
LX000246,iqu,apiráani,intransitive verb,apíra,,,,,,,,ápiita,,
LX000247,iqu,apiraasiitáani,intransitive verb,,,,,,,,,apiraasiíta,,
LX000248,iqu,apíraati,noun,,,,,,,,,apíraati,,
LX000249,iqu,apiriniikúuni,transitive verb,,,,,,,,apirniíkuu,apiriniíkuu,,
apisi,iqu,apisi,noun,,apisikaka,ápisi,,,,,,apisi,,irregular 3rd person possessed form: nápisi
apisikaka,iqu,apisikaka,noun,,,,,,apisi,,,apisikaka,,
LX000250,iqu,apísikaka,noun,,,,,,,,,apísikaka,,
LX000251,iqu,apisɨ,noun,,,,,,,,,apisɨ,,
LX000252,iqu,Apítamu,proper noun,,,,,,,,,Apítamu,,
LX000253,iqu,apitáana,noun,,apitáapɨ,,,,,,,apitáana,,
LX000254,iqu,apitáani,intransitive verb,,,,,,,,,apíta,,
LX000255,iqu,apitáapɨ,noun,,,,,,LX000253,,,apitáapɨ,,
LX000256,iqu,apiyɨ,noun,,,ápiyɨ,,,,,,apiyɨ,,
LX000257,iqu,apiyɨ́ɨna,noun,,apiyɨɨ́naa,,,,,,,apiyɨ́ɨna,,
LX000258,iqu,apiyɨɨ́naa,noun,,,,,,LX000257,,,apiyɨɨ́naa,,
LX000259,iqu,apiyɨ́ɨni,intransitive verb,,,,,,,,,apíyɨɨ,,
LX000260,iqu,apiyɨ́ɨni,intransitive verb,,,,,,LX000261,,,apíyɨɨ,,
LX000261,iqu,apiyɨɨnɨ́ɨni,intransitive verb,,,,,,,,,apiyɨɨ́nɨɨ,,Free Variant: apiyɨ́ɨni2
LX000262,iqu,ápiika,noun,,,,,,,,,ápiika,,irregular 3rd person possessed form: nápiika
LX000263,iqu,apíini,transitive verb,,,,,,,,,ápi,,
LX000264,iqu,apíini,intransitive verb,,,,,,,,,ápi,,
LX000265,iqu,apíini,transitive verb,,,,,,,,,apii,,
LX000266,iqu,apiitaníini,transitive verb,,,,,,,,,apiitánii,,
LX000267,iqu,apɨráani,transitive verb,apɨ́ra,,,,,,apɨrɨ́ɨni (middle),,apɨɨ́ta,,
LX000268,iqu,apɨrɨ́ɨni,transitive verb,,,,,,,apɨráani (active),,apɨ́rɨɨ,,
LX000269,iqu,apɨrɨ́ɨni,intransitive verb,,,,,,,,,apɨ́rɨɨ,,
LX000270,iqu,apɨya,noun,,,ápɨya,,,,,,apɨya,,
LX000271,iqu,apɨ́ɨni,transitive verb,,,,,,,,,ápɨɨ,,
LX000272,iqu,apɨ́ɨsi,noun,,,,,,LX002514,,,apɨ́ɨsi,,
LX000273,iqu,apɨ́ɨsi,noun,,,,,,,,,apɨ́ɨsi,,irregular 3rd person possessed form: napɨ́ɨsi
LX000274,iqu,apɨɨsíini,intransitive verb,,,,,,,,,apɨɨ́sii,,
LX000275,iqu,Apúriija,proper noun,,,,,,,,,Apúriija,,nickname: Maákina
LX000276,iqu,arakíika,noun,,arakiíkawaaka,,,,,,,arakíika,,irregular 3rd person possessed form: narakíika
arakutuu,iqu,arakutuu,noun,,arakutuuwa,,,from Sp. ‘algodón’,LX000278,,arkutuu,arakutuu,,
arama,iqu,arama,noun,,,,,,rama,,,arama,,
LX000277,iqu,arámaaja,noun,,arámaajawaaka,,,,,,,arámaaja,,irregular 3rd person possessed form: narámaaja
LX000278,iqu,aramáasi,noun,,,,,,,,,aramáasi,,archaic variant: sɨwɨ ; Free Variant: arakutuu ; sociolinguistic variant: ramáasi
LX000279,iqu,aramaásiiku,noun,,,,,,,,,aramaásiiku,,
aramituu,iqu,aramituu,noun,,,,,from Sp. ‘almidón’,,,,aramituu,,
arapuu,iqu,arapuu,noun,,arapuuwa,,,from Sp. ‘arpón’,,,,arapuu,,
arasaaki,iqu,arasaaki,noun,,arasaakiwa,arásaaki,,,,,,arasaaki,,playful variant: músiaaki
LX000280,iqu,árata,noun,,,,,,,,,árata,,irregular 3rd person possessed form: waarata
LX000281,iqu,=árata,postposition,,,,,,,,,árata,,irregular 3rd person possessed form: waarata
LX000282,iqu,aratíina,noun,,"aratíimi (inan), aratíipɨ (anim)",,,,,,,aratíi,,
LX000283,iqu,aratiinɨ́ɨni,transitive verb,,,,,,,,artiínɨɨ,aratiínɨɨ,,Maasikuuri dialect: paataasíini
LX000284,iqu,aratiinɨ́ɨni,transitive verb,,,,,,,,artiínɨɨ,aratiínɨɨ,,
araa,iqu,araa,interjection,,,,,,,,,araa,,
LX000285,iqu,aráaku,noun,,,,,,,,,aráaku,,
LX000286,iqu,aráama,locative noun,,,,,,,,,aráa,,
LX000287,iqu,árija,interjection,,,,,,,,,árija,,
LX000288,iqu,arikamɨ́ɨna,noun,,,,,,,,,arikamɨ́ɨna,,dialect variant: aátiiti
LX000289,iqu,árikɨ,noun,,,,,,,,,árikɨ,,
LX000290,iqu,arikɨ́ɨni,transitive verb,,,,,,,,,aríkɨɨ,,
LX000291,iqu,aríkukɨya,noun,,,,,,LX000292,,,aríkukɨya,,
LX000292,iqu,aríkuma,noun,,aríkukɨya,,,,,,,aríkuma,,irregular 3rd person possessed form: naríkuma
LX000293,iqu,aríriija,noun,,,,,,,,,aríriija,,
LX000294,iqu,arísaka,noun,,,,,,,,,arísaka,,irregular 3rd person possessed form: narísaka
LX000295,iqu,arísakatáani,transitive verb,,,,,,,,,arísakata,,
LX000296,iqu,aríwatáani,transitive verb,,,,,,,,,aríwata,,
LX000297,iqu,aríwatáani,transitive verb,,,,,,,,,aríwata,,dialect variant: iyajáani
LX000298,iqu,aríwatɨ́ɨni,transitive verb,,,,,,,,,aríwatɨɨ,,
LX000299,iqu,ariwáani,ambitransitive verb,aríwa,,,,,,,,áriikwa,,
LX000300,iqu,ariwáani,noun,,,,,,,,,ariwáani,,
LX000301,iqu,aríyaja,noun,,,,,,,,,aríyaja,,
LX000302,iqu,aríyasi,noun,,,,,,,,,aríyasi,,
LX000303,iqu,aríyuujáana,noun,,,,,,LX002665,,,aríyuujáana,,
ariyuuka,iqu,ariyuuka,noun,,,aríyuuka,,,,,,ariyuuka,,personal variant (ELY): riyuuka
ariyuukwaaja_1,iqu,ariyuukwaaja,noun,,,,,,,,,ariyuukwaaja,,
ariyuukwaaja_2,iqu,ariyuukwaaja,noun,,,,,,,,,ariyuukwaaja,,
LX000304,iqu,ariíkuma,noun,,,,,,,,,ariíkuma,,irregular 3rd person possessed form: nariíkuma
LX000305,iqu,ariikuutáani,transitive verb,,,,,,,,,ariikuúta,,
LX000306,iqu,ariímaari,noun,,"ariímaariwa, ariímaarika",,,,,,,ariímaari,,
LX000307,iqu,aríina,noun,,,,,,,,,aríina,,
LX000308,iqu,aríini,transitive verb,ári,,,,,,,,aáti,,
LX000309,iqu,aríini,transitive verb,,,,,,,,,ári,,
LX000310,iqu,aríini,transitive verb,ári,,,,,,,,aáti,,
LX000311,iqu,ariisíini,transitive verb,,,,,,,,,ariísii,,
LX000312,iqu,áriitáani,intransitive verb,,,,,,,,,áriita,,
LX000313,iqu,áriitaawɨ,noun,,áriitaawɨya,,,,,,,áriitaawɨ,,
LX000314,iqu,áriitaawɨ náana,noun,,áriitaawɨ naánaka,,paddle tree,,,,,áriitaawɨ náana,,
LX000315,iqu,ariitaawɨ́ɨni,intransitive verb,,,,,,,,,ariitaáwɨɨ,,
LX000316,iqu,áruu,noun,,áruuwɨya,,,,,,,áruu,,irregular 3rd person possessed form: náruu
LX000317,iqu,aruukíini,intransitive verb,,,,,,,,,aruúkii,,
LX000318,iqu,aruukiitáani,transitive verb,,,,,,,,,aruukiíta,,
LX000319,iqu,aruúwatina,adjective,,,,,,,,,aruúwati,,
asa,iqu,asa,noun,,,,,,,,,asa,,
LX000320,iqu,asa amúuku,noun,,,,‘agujón’ cheek,,,,,asa amúuku,,
LX000321,iqu,ásaki,noun,,,,,,,,,ásaki,,
LX000322,iqu,asákitáani,intransitive verb,,,,,,,,,asákita,,
LX000323,iqu,asákuuri,noun,,asákuuriwa,,,,LX002703,,,asákuuri,,
asakwaari,iqu,asakwaari,noun,,asakwaariwa,,,,LX000503,,,asakwaari,,sociolinguistic variant: sakwaari
LX000324,iqu,asapáasi,noun,,,,,,,,,asapáasi,,sociolinguistic variant: sapáasi
LX000325,iqu,ásapɨ,noun,,,,,,,,,ásapɨ,,
LX000326,iqu,asapɨ́ɨna,noun,,,,,,,,,asapɨ́ɨ,,
LX000327,iqu,asapɨ́ɨni,transitive verb,,,,,,,,,asápɨɨ,,
LX000328,iqu,asapɨ́ɨni,noun,,,,,,,,,asapɨ́ɨni,,
LX000329,iqu,asapɨ́ɨti,noun,,asapɨɨ́tiwa; asapɨɨ́tika,,,,,,,asapɨ́ɨti,,
LX000330,iqu,asáriina,noun,,,,,,,,,asáriina,,sociolinguistic variant: sáriina ; irregular 3rd person possessed form: nasáriina
asasami,iqu,asasami,noun,,,,,,asasana,,,asasami,,
asasana,iqu,asasana,noun,,asasami,asásana,,,,,,asasa,,
LX000331,iqu,asaajuutáani,transitive verb,,,,,,,,,asaajuúta,,
LX000332,iqu,asáaku,noun,,,,,,,,,asáaku,,
LX000333,iqu,asáani,ambitransitive verb,,,,,,,,,ása,"For soft, sweet foods such as ripe fruits, honey, and <[sakɨ́ɨka](LX002696)> (manioc beer mash), speakers often prefer to employ the more specific verb <[imáani](LX000643)>, although <[asáani](LX000334)> is still permissible with such foods",
LX000334,iqu,asáani,transitive verb,,,,,,,,,ása,,
asi,iqu,asi,noun,,asiwa,,,,,,,asi,,
LX000335,iqu,asiáarɨ,noun,,,,,from Sp. ‘acero’,,,,asiáarɨ,,
asija,iqu,asija,noun,,,ásija,,,,,,asija,,
LX000336,iqu,asijúuni,intransitive verb,,,,,,,,,asíjuu,,
asikwaari,iqu,asikwaari,noun,,asikwaariwa,,,,,,,asikwaari,,sociolinguistic variant: sikwaari
LX000337,iqu,asímatíini,transitive verb,,,,,,,,,asímati,,
LX000338,iqu,asímatíini,intransitive verb,,,,,,,,,asímati,,
asinaja,iqu,asinaja,noun,,asinakaka,asínaja,,,,,,asinaja,,
asinakaka,iqu,asinakaka,noun,,,,,,asinaja,,,asinakaka,,
asinakakajina,iqu,asinakakajina,locative noun,,,,,,,,,asinakakajina,,
LX000339,iqu,asiyaákuka,noun,,,,,,LX000340,,,asiyaákuka,,
LX000340,iqu,asiyaákuma,noun,,"asiyaákuka, asiyaákumakɨya",,,,,,,asiyaákuma,,
LX000341,iqu,asiyáani,intransitive verb,asíya,,,,,,,,asiíka,,
LX000342,iqu,asiyáani,transitive verb,,,,,,,,,asiíka,,
LX000343,iqu,asiyáani,transitive verb,,,,,,,,,asiíka,,
LX000344,iqu,asɨrɨ́ɨni,intransitive verb,asɨ́rɨ,,,,,,,,asɨɨ́tɨ,,
LX000345,iqu,ásɨɨka,noun,,,,,,,,,ásɨɨka,,
LX000346,iqu,asɨ́ɨni,transitive verb,,,,,,,,,asɨɨ,,
LX000347,iqu,asɨ́ɨni,ditransitive verb,,,,,,,,,asɨɨ,,
LX000348,iqu,asúrakajina,locative noun,,,,,,,,,asúraka,,
LX000349,iqu,asúraaja,noun,,,,,,,,,asúraaja,,
LX000350,iqu,asúraaja imɨ́ɨni,noun,,asúraaja imɨ́ɨka,,yuca ‘madre’,,LX003153,,,asúraaja imɨ́ɨni,,
LX000351,iqu,asúraaja niriyaákuuja,noun,,,,manioc rectum,,,,,asúraaja niriyaákuuja,,
LX000352,iqu,asúwaja,noun,,,,,,,,,asúwaja,,dialect variant: asuúkwaaja
LX000353,iqu,asuukíini,transitive verb,,,,,,,,,asuúkii,,
LX000354,iqu,asuúkwaaja,noun,,,,,,LX000352,,,asuúkwaaja,,
LX000355,iqu,asúuni,ambitransitive verb,,,,,,,,,ásuu,,
LX000356,iqu,atákija,noun,,atákika,,,,,,,atákija,,irregular 3rd person possessed form: natákija
LX000357,iqu,atákika,noun,,,,,,LX000356,,,atákika,,
LX000358,iqu,atáraati,noun,,,,,,LX003222,,,atáraati,,
LX000359,iqu,atatáani,transitive verb,,,,,,,,,atáta,,
LX000360,iqu,atáani,transitive verb,,,,,,,,,áta,,
LX000361,iqu,atáani,intransitive verb,,,,,,,,,áta,,
LX000362,iqu,ataanɨ́ɨni,intransitive verb,,,,,,,,,ataanɨɨ,,
atija,iqu,atija,noun,,,átija,,,,,,atija,,
LX000363,iqu,átija,noun,,,,,,,,,átija,,
LX000364,iqu,atijúuni,transitive verb,,,,,,,,,atíjuu,,
LX000365,iqu,atijúuni,intransitive verb,,,,,,,,,atíjuu,,
LX000366,iqu,atímaji,noun,,,,,,,,,atímaji,,
LX000367,iqu,atimajíini,transitive verb,,,,,,,,,atimájii,,
LX000368,iqu,atímɨɨna,noun,,,,,,,,,atímɨɨna,,
LX000369,iqu,atímuuti,noun,,,,,,LX003305,,,atímuuti,,
LX000370,iqu,atitíini,transitive verb,,,,,,,,,atítii,,
atii,iqu,atii,adverb,,,,,,,,,atii,,
LX000371,iqu,átiiji,adverb,,,,,,,,,átiiji,,
LX000372,iqu,atíira,adverb,,,,,,,,,atíira,,
LX000373,iqu,atiíyaa,adverb,,,,,,,,,atiíyaa,,prepausal form: atiíyaajaa
LX000374,iqu,atiíyaajaa,adverb,,,,,,LX000373,,,atiíyaajaa,,
LX000375,iqu,atɨja,interjection,,,,,,,,,atɨja,,
LX000376,iqu,atɨniiwɨɨtáani,transitive verb,,,,,,,,,atɨniiwɨɨ́ta,,
LX000377,iqu,atɨ́ɨni,intransitive verb,,,,,,,,,atɨɨ,,
LX000378,iqu,atɨ́ɨni,transitive verb,,,,,,LX000382,,,atɨɨ,,
LX000379,iqu,atɨɨtáani,transitive verb,,,,,,,,,atɨɨ́ta,,
LX000380,iqu,atɨɨtáani,transitive verb,,,,,,,,,atɨɨ́ta,"When this verb is used, there is a strong implication that the rope-like object is being made taut as the result of using it to pull on or haul something, such that in some cases when this type of eventuality obtains, only this verb is employed, without any additional verb that expresses the action of pulling itself",
LX000381,iqu,atɨɨtɨ́ɨni,intransitive verb,,,,,,,,,atɨɨ́tɨɨ,,
LX000382,iqu,atɨɨtɨ́ɨni,transitive verb,,,,,,,,,atɨɨtɨɨ,,Free Variant: atɨ́ɨni2
LX000383,iqu,atúuni,transitive verb,,,,,,,,,átuu,,
LX000384,iqu,atuutáani,transitive verb,,,,,,,,,atuúta,,
awaku,iqu,awaku,noun,,,áwaku,,,,,,awaku,,irregular 3rd person possessed form: náwaku ; irregular 1st person possessed form: kúwaku
LX000385,iqu,áwaku aákɨɨsi,noun,,,,nail pus,,LX000386,,,áwaku aákɨɨsi,,
LX000386,iqu,áwaku imɨ́ɨni,noun,,,,nail ‘madre’,,,,,áwaku imɨ́ɨni,,Free Variant: áwaku aákɨɨsi
LX000387,iqu,awánaka,noun,,,,,,kurika,,,awánaka,,
LX000388,iqu,awáraja,noun,,,,,,,,,awáraja,,
awasi,iqu,awasi,noun,,awásikaka,áwasi,,,,,,awasi,,irregular 3rd person possessed form: náwasi ; Nanay dialect: ajíkaasi
LX000389,iqu,áwasi iwítani,noun,,awásikaka iwítani,,biggest finger,,,,,áwasi iwítani,,
LX000390,iqu,áwasi sɨɨ́sanurika,noun,,awásikaka sɨɨ́samijaarika,áwasi sɨɨ́sanurika,small finger,,,,,áwasi sɨɨ́sanurika,,
awasika,iqu,awasika,noun,,,awásika,,,,,,awasika,,
LX000391,iqu,awásikaka,noun,,,,,,awasi,,,awásikaka,,
LX000392,iqu,awásɨɨyɨ,noun,,"awásɨɨyɨwa, awásɨɨyɨka",,,,,,,awásɨɨyɨ,,
LX000393,iqu,awásuuku,noun,,,,,,,,,awásuuku,,
LX000394,iqu,awáaja,noun,,,,,,,,,awáaja,,
LX000395,iqu,awáara,noun,,,,,,,,,awáara,,
LX000396,iqu,awíraaja,noun,,,,,,,,,awíraaja,,
LX000397,iqu,Awíraamu,proper noun,,,,Roadside Hawk creek,,,,,Awíraamu,,
LX000398,iqu,awítaka,noun,,,,,,LX000190,,,awítaka,,irregular 3rd person possessed form: nawítaka
LX000399,iqu,awɨyɨ,noun,,,áwɨyɨ,,,,,,awɨyɨ,,personal variant (ELY): aáwɨya
LX000400,iqu,awɨyɨ́ɨni,intransitive verb,,,,,,,,,awɨ́yɨɨ,,
LX000401,iqu,awɨɨ,noun,,awɨɨwɨya,,,,,,,awɨɨ,,
LX000402,iqu,awuúka,interjection,,,,,,,,,awuúka,,personal variant (JPI): awuúkwa ; prepausal form: awuúkaja
LX000403,iqu,awuúkaja,interjection,,,,,,LX000402,,,awuúkaja,,
LX000404,iqu,awuúkwa,interjection,,,,,,LX000402,,,awuúkwa,,prepausal form: awuúkwaja
LX000405,iqu,awuúkwaja,interjection,,,,,,LX000404,,,awuúkwaja,,
LX000406,iqu,áaja,noun,,,,,,,,,áaja,,irregular 3rd person possessed form: náaja
LX000407,iqu,áaja irɨwɨ,noun,,,,piece of leg/thigh,,LX002810,,,áaja irɨwɨ,,
LX000408,iqu,aájakúuni,transitive verb,,,,,,,,,aájaku,,
LX000409,iqu,aájapaki,existential verb,,,,,,,,,aájapa,,
LX000410,iqu,aájapaki,transitive verb,,,,,,,,,aájapaki,,
LX000411,iqu,aájapana,adjective,,,,,,,,,aájapa,,
LX000412,iqu,aájapaa,adverb,,,,,,,,,aájapaa,,prepausal form: aajapáaja
LX000413,iqu,aajapáaja,adverb,,,,,,LX000412,,,aajapáaja,,
LX000414,iqu,aajawatáani,transitive verb,,,,,,,,,aajawáta,,
aajaa,iqu,aajaa,interjection,,,,,,,,,aajaa,,
LX000415,iqu,aájijina,locative noun,,,,,,,,,aáji,,irregular 3rd person possessed form: naájijina
LX000416,iqu,aájinani,noun,,"aájiya, aájiwaaka",,,,,,,aájinani,,irregular 3rd person possessed form: naájinani
LX000417,iqu,aajinániisana,noun,,ajinániisanawaaka,,,,,,,aajinániisana,,irregular 3rd person possessed form: naajinániisana
LX000418,iqu,aájinati,noun,,"aájiya, aájiwaaka",,,,,,,aájinati,,irregular 3rd person possessed form: naájinati
LX000419,iqu,aajinátiisana,noun,,aajinátiisanawaaka,,,,,,,aajinátiisana,,irregular 3rd person possessed form: naajinátiisana
LX000420,iqu,aájiya,noun,,,,,,LX000416 ; LX000418,,,aájiya,,
LX000421,iqu,aájiiti,noun,,,,,,,,,aájiiti,,
aaka,iqu,aaka,noun,,,áaka,,,,,,aaka,"This sense is typically disambiguated from the other senses by naming the bee species from which the honey comes as its grammatical possessor, e.g., <iwaana áaka>",
LX000422,iqu,aaka íyuuri,noun,,aaka íyuuriwa,,water wave maker,,,,,aaka íyuuri,,Free Variant: aakɨ́yuuri
LX000423,iqu,aaka káaji,noun,,,,water sloth,,,,,aaka káaji,,
LX000424,iqu,aaka paáraasi,noun,,,,,,,,,aaka paáraasi,,
LX000425,iqu,aaka páatu,noun,,,,water duck,calque of Sp. ‘yacu pato’,,,,aaka páatu,,
LX000426,iqu,aaka puririkáana,noun,,,,water squirter,,LX002293,,,aaka puririkáana,,
LX000427,iqu,aaka puújari,noun,,,,water sungrebe,,LX002556,,,aaka puújari,,
aaka_sajina,iqu,aaka sajina,noun,,,,water ‘jergón’,,,,,aaka sajina,,
LX000428,iqu,aaka siaákaaja,noun,,,,,,,,,aaka siaákaaja,,
aaka_sikwanaja,iqu,aaka sikwanaja,noun,,,,water louse,,,,,aaka sikwanaja,,
LX000429,iqu,Aakamáana,proper noun,,,,,,,,,Aakamáana,,
aakana,iqu,aakana,adjective,,,,,,,,,aaka,,
LX000430,iqu,aákanana,adjective,,,,,,,,,aákana,,
LX000431,iqu,aakanaajúuni,transitive verb,,,,,,,,,aakanaájuu,,sociolinguistic variant: kanaajúuni
LX000432,iqu,aákanɨ́ɨni,intransitive verb,,,,,,,,,aákanɨ,,
LX000433,iqu,aakanúuni,transitive verb,,,,,,,,,aakánuu,,
LX000434,iqu,aákari,adverb,,,,,,,,,aákari,,
LX000435,iqu,aakataanúuni,transitive verb,,,,,,,,,aakataánuu,,
aakaari,iqu,aakaari,noun,,aakaariwa,,,,,,,aakaari,,
LX000436,iqu,aakaari iíraana,noun,,,,thing for ‘huapeta’,,,,,aakaari iíraana,,
LX000437,iqu,aakaayɨ,noun,,,aákaayɨ,,,LX000438,,,aakaayɨ,,
LX000438,iqu,aakáayɨ,noun,,"aakaáyuwa, aakaáyɨka",,,,,,,aakáayɨ,,personal variant (ELY): aakaayɨ
LX000439,iqu,aakáayɨ iíwaasi,noun,,,,manatee tail,,,,,aakáayɨ iíwaasi,,
LX000440,iqu,aakáayɨ jaraaka,noun,,,,manatee passion fruit,,,,,aakáayɨ jaraaka,,
LX000441,iqu,aakíini,noun,,akiíniwa,,,,,,,aakíini,,
LX000442,iqu,aakɨsiijáani,transitive verb,,,,,,,,,aakɨsiíja,,
LX000443,iqu,aákɨsíini,intransitive verb,,,,,,,,,aákɨsi,,
LX000444,iqu,aákɨsíini,transitive verb,,,,,,,,,aákɨsi,,
LX000445,iqu,aákɨsiiti,noun,,,,,,,,,aákɨsiiti,,
LX000446,iqu,aákɨsiitíini,intransitive verb,,,,,,,,,aákɨsiítii,,
LX000447,iqu,aakɨ́yuuri,noun,,,,,,LX000422,,,aakɨ́yuuri,,
LX000448,iqu,aakɨ́ɨni,intransitive verb,,,,,,,,,aákɨ,,
LX000449,iqu,aakɨ́ɨni,intransitive verb,,,,,,,,,aákɨɨ,,
LX000450,iqu,aákɨɨsi,noun,,,,,,,,,aákɨɨsi,,
LX000451,iqu,áaku,noun,,,,,,,,,áaku,,irregular 3rd person possessed form: náaku
LX000452,iqu,=aákuji,postposition,,,,,,,,,aákuji,,
LX000453,iqu,=aákuji,postposition,,,,,,,,,aákuji,,
LX000454,iqu,aákujiina,noun,,aákujiipɨ,,,,,,,aákujiina,,
LX000455,iqu,aákujiipɨ,noun,,,,,,LX000454 ; LX000456,,,aákujiipɨ,,
LX000456,iqu,aákujiiti,noun,,ákujiipɨ,,,,,,,aákujiiti,,
LX000457,iqu,aákusaja,noun,,,,,,,,,aákusaja,,
LX000458,iqu,aákusaka,noun,,,,,,LX000075 ; LX000076,,,aákusaka,,
LX000459,iqu,aákusana,adjective,,,,,,,,,aákusa,,dialect variant: nuusina
LX000460,iqu,aákusana isíiku,noun,,,,,,,,,aákusana isíiku,,
LX000461,iqu,aákusana masakana,noun,,aákusana masakaa,,,,,,,aákusana masakana,,Free Variant: masakana ijɨɨ́rana
LX000462,iqu,aákusana sikiáaja,noun,,,,,,,,,aákusana sikiáaja,,
LX000463,iqu,aakusanɨ́ɨni,intransitive verb,,,,,,,,,aakusánɨɨ,,
LX000464,iqu,aákusɨɨti,noun,,,,,,,,,aákusɨɨti,,
LX000465,iqu,aákuta,noun,,,,,,,,,aákuta,,
LX000466,iqu,aákuta katija,noun,,,,‘ayahuasca’ sweet potato,,,,,aákuta katija,,
LX000467,iqu,aákuuja,noun,,,,,,,,,aákuuja,,
LX000468,iqu,aakuujúuni,intransitive verb,,,,,,,,,aakuújuu,,
aakuuna,iqu,aakuuna,noun,,,,,,,,,aakuuna,,affective variant: aakuuníita
LX000469,iqu,aakúuni,transitive verb,,,,,,,,,aákuu,,
LX000470,iqu,aakuuníita,noun,,,,,,aakuuna,,,aakuuníita,,
LX000471,iqu,aákwarani,noun,,"aákwaraniwa, aákwaranika",,,,,,,aákwarani,,
LX000472,iqu,aamaakúuja,noun,,,,,,,,,aamaakúuja,,
LX000473,iqu,aamaakúuni,intransitive verb,,,,,,,,,aamaákuu,,
LX000474,iqu,aamaakúuni,transitive verb,,,,,,,,,aamaákuu,,
LX000475,iqu,aamikaákaana,adjective,,,,,,,,,aamikaákaa,,
aamina,iqu,aamina,noun,,aaminaari,aámina,,,,,,aamina,,Free Variant: nɨɨ́tana
aaminaari,iqu,aaminaari,noun,,,,,,aamina,,,aaminaari,,
LX000476,iqu,aámiikáaka,adverb,,,,,,,,,aámiikáaka,,
LX000477,iqu,aamɨ́yaakitáani,intransitive verb,,,,,,,,,aamɨ́yaakita,,
LX000478,iqu,aamɨ́yaakíini,intransitive verb,,,,,,,,,aamɨ́yaaki,,
LX000479,iqu,aámɨɨka,noun,,,,,,,,,aámɨɨka,,
LX000480,iqu,aamúuni,transitive verb,,,,,,,,,aámuu,,
LX000481,iqu,aamuuniíraana,noun,,,,for killing,,,,,aamuuniíraana,,
LX000482,iqu,aamuutakáana,noun,,,,,,,,,aamuutakáana,,
LX000483,iqu,aamuútaaja,noun,,,,,,,,,aamuútaaja,,
LX000484,iqu,aamuutáani,transitive verb,,,,,,,,,aamuúta,,
LX000485,iqu,aamuutáani,transitive verb,,,,,,,,,aamuúta,,
LX000486,iqu,aamuutɨ́ɨni,transitive verb,,,,,,,,,aamuútɨɨ,,
LX000487,iqu,Aamuutújuri,proper noun,,,,,,LX002169,,,Aamuutújuri,,
LX000488,iqu,Aámuuwáaja,noun,,,,,,,,,Aámuuwáaja,,
aana,iqu,aana,noun,,,áana,,,,,,aana,,
LX000489,iqu,aana aamuutakáana,noun,,,,,,LX000492,,,aana aamuutakáana,,
LX000490,iqu,aana karásiija,noun,,,,dolphin achiote,,,,,aana karásiija,,
LX000491,iqu,aana siiríkiija,noun,,,,dolphin ‘cunchi’,,,,,aana siiríkiija,,
LX000492,iqu,aana támuu,noun,,aana támuuwa,,dolphin ‘guaba’,,,,,aana támuu,,dialect variant: aana aamuutakáana
LX000493,iqu,aanákana,noun,,aanákiaakɨ,,,,,,,aanákana,,
LX000494,iqu,aánanaka,noun,,,,,,,,,aánanaka,,
LX000495,iqu,aanawasíini,intransitive verb,,,,,,,,,aanawási,,
LX000496,iqu,aánaaja,noun,,,,,,,,,aánaaja,,
LX000497,iqu,aanaapáapa,noun,,,,,,,,,aanaapáapa,,
LX000498,iqu,Aaniáamu,proper noun,,,,,,,,,Aaniáamu,,
LX000499,iqu,aanisiijáani,transitive verb,,,,,,,,,aanisiíja,,
LX000500,iqu,aanisíini,intransitive verb,aanísi,,,,,,,,aaniísi,,
LX000501,iqu,aanisíini,ambitransitive verb,,,,,,,,,aaniísi,,
LX000502,iqu,aanɨ́ɨni,intransitive verb,,,,,,,,,aánɨ,,
LX000503,iqu,aanɨ́ɨti,noun,,,,,,,,,aanɨ́ɨti,,Nanay dialect: asakwaari ; Free Variant: jaanɨ́ɨti
LX000504,iqu,aánuukwáani,intransitive verb,,,,,,,,,aánuukwa,,
LX000505,iqu,aanúuna,noun,,,,,from Sp. ‘anona’,,,,aanúuna,,
LX000506,iqu,aánuura,noun,,aánuurawaaka,,,,,,,aánuura,,
aapaku,iqu,aapaku,noun,,,aápaku,,,,,,aapaku,,
LX000507,iqu,aapaanaamɨ,noun,,,,,,,,,aapaanaamɨ,,
LX000508,iqu,aapɨ́ya,noun,,"aapɨ́yawa, aapɨ́yaka",,,,,,,aapɨ́ya,,
LX000509,iqu,áapu,noun,,,,,from Q. ‘apu’,,,,áapu,,
aarawati,iqu,aarawati,noun,,,aaráwati,,,LX000515,,,aarawati,,
aaraaka,iqu,aaraaka,noun,,,aáraaka,,,,,,aaraaka,,
LX000510,iqu,aáraatatáani,intransitive verb,,,,,,,,,aáraatata,,
aariwa,iqu,aariwa,noun,,,aáriwa,,,,,,aariwa,,
LX000511,iqu,aaríija,noun,,,,,,,,,aaríija,,
LX000512,iqu,aariímuya,noun,,,,,,,,,aariímuya,,
LX000513,iqu,aarɨna,noun,,,aárɨna,,,iniyana,,,aarɨna,,
LX000514,iqu,aarɨtɨ́ɨni,transitive verb,,,,,,,,aartɨɨ,aarɨtɨɨ,,
